Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Greenville, RI",May-18,$270K,-4.20%,1.90%,9,-25.00%,-30.80%,27,92.90%,200.00%,41,78.30%,51.90%,34,-10,9,98.90%,-0.20%,-2.10%
"Greenville, RI",Jun-18,$248K,-8.30%,-13.50%,10,11.10%,-28.60%,14,-48.10%,-6.70%,37,-9.80%,54.20%,38,4,-41,98.80%,-0.10%,3.00%
"Greenville, RI",Jul-18,$264K,6.50%,-8.80%,16,60.00%,60.00%,17,21.40%,41.70%,45,21.60%,73.10%,34,-4,6,99.90%,1.10%,1.30%
"Greenville, RI",Aug-18,$290K,10.00%,-10.10%,13,-18.80%,8.30%,14,-17.60%,-30.00%,44,-2.20%,37.50%,54,20,6,98.10%,-1.80%,-1.00%
"Greenville, RI",Sep-18,$290K,0.10%,26.70%,8,-38.50%,-27.30%,14,0.00%,7.70%,47,6.80%,30.60%,63,9,32,97.20%,-0.80%,0.60%
"Greenville, RI",Oct-18,$350K,20.60%,36.80%,8,0.00%,-11.10%,13,-7.10%,-23.50%,45,-4.30%,15.40%,61,-2,24,94.30%,-2.90%,-5.20%
"Greenville, RI",Nov-18,$265K,-24.30%,-1.80%,19,137.50%,26.70%,9,-30.80%,0.00%,32,-28.90%,6.70%,86,25,49,99.10%,4.80%,1.10%
"Greenville, RI",Dec-18,$315K,18.90%,15.00%,11,-42.10%,83.30%,2,-77.80%,-75.00%,25,-21.90%,-26.50%,61,-25,14,98.20%,-0.90%,6.00%
"Greenville, RI",Jan-19,$257K,-18.40%,17.40%,8,-27.30%,-20.00%,4,100.00%,-20.00%,21,-16.00%,-27.60%,94,33,18,96.60%,-1.60%,2.60%
"Greenville, RI",Feb-19,$325K,26.50%,35.40%,5,-37.50%,-28.60%,12,200.00%,50.00%,21,0.00%,-19.20%,37,-57,-61,97.50%,0.90%,1.30%
"Greenville, RI",Mar-19,$225K,-30.80%,-18.20%,11,120.00%,57.10%,12,0.00%,0.00%,26,23.80%,23.80%,82,45,5,96.30%,-1.20%,-0.60%
"Greenville, RI",Apr-19,$331K,47.10%,17.50%,7,-36.40%,-41.70%,8,-33.30%,-42.90%,19,-26.90%,-17.40%,47,-35,3,98.70%,2.40%,-0.30%
"Greenville, RI",May-19,$299K,-9.70%,10.70%,11,57.10%,22.20%,19,137.50%,-29.60%,30,57.90%,-26.80%,48,1,14,99.70%,1.00%,0.90%
"Greenville, RI",Jun-19,$320K,7.00%,29.30%,9,-18.20%,-10.00%,17,-10.50%,21.40%,35,16.70%,-5.40%,25,-23,-13,98.60%,-1.20%,-0.20%
"Greenville, RI",Jul-19,$273K,-14.70%,3.60%,11,22.20%,-31.30%,13,-23.50%,-23.50%,31,-11.40%,-31.10%,39,14,5,98.70%,0.10%,-1.10%
"Greenville, RI",Aug-19,$315K,15.40%,8.70%,17,54.50%,30.80%,17,30.80%,21.40%,36,16.10%,-18.20%,49,10,-5,99.10%,0.30%,1.00%
"Greenville, RI",Sep-19,$313K,-0.70%,7.80%,10,-41.20%,25.00%,13,-23.50%,-7.10%,29,-19.40%,-38.30%,29,-20,-34,98.50%,-0.50%,1.30%
"Greenville, RI",Oct-19,$310K,-0.90%,-11.40%,15,50.00%,87.50%,8,-38.50%,-38.50%,21,-27.60%,-53.30%,52,23,-9,98.70%,0.20%,4.40%
"Greenville, RI",Nov-19,$305K,-1.60%,15.10%,11,-26.70%,-42.10%,9,12.50%,0.00%,16,-23.80%,-50.00%,48,-4,-38,97.10%,-1.70%,-2.00%
"Greenville, RI",Dec-19,$274K,-10.20%,-13.00%,12,9.10%,9.10%,3,-66.70%,50.00%,15,-6.30%,-40.00%,73,25,12,99.90%,2.90%,1.70%
"Greenville, RI",Jan-20,$340K,24.10%,32.30%,3,-75.00%,-62.50%,6,100.00%,50.00%,13,-13.30%,-38.10%,54,-19,-40,98.20%,-1.70%,1.70%
"Greenville, RI",Feb-20,$293K,-14.00%,-10.00%,6,100.00%,20.00%,7,16.70%,-41.70%,12,-7.70%,-42.90%,62,8,25,96.00%,-2.20%,-1.40%
"Greenville, RI",Mar-20,$280K,-4.30%,24.40%,4,-33.30%,-63.60%,15,114.30%,25.00%,18,50.00%,-30.80%,62,0,-20,97.30%,1.30%,1.00%
"Greenville, RI",Apr-20,$265K,-5.40%,-19.90%,10,150.00%,42.90%,10,-33.30%,25.00%,18,0.00%,-5.30%,47,-15,0,98.10%,0.80%,-0.60%
"Greenville, RI",May-20,$327K,23.20%,9.20%,10,0.00%,-9.10%,12,20.00%,-36.80%,16,-11.10%,-46.70%,32,-15,-16,99.40%,1.30%,-0.30%
"Greenville, RI",Jun-20,$320K,-2.00%,0.00%,14,40.00%,55.60%,16,33.30%,-5.90%,18,12.50%,-48.60%,27,-5,2,100.30%,0.90%,1.70%
"Greenville, RI",Jul-20,$348K,8.70%,27.50%,15,7.10%,36.40%,15,-6.30%,15.40%,15,-16.70%,-51.60%,34,7,-5,99.50%,-0.80%,0.80%
"Greenville, RI",Aug-20,$370K,6.30%,17.50%,13,-13.30%,-23.50%,19,26.70%,11.80%,22,46.70%,-38.90%,22,-12,-27,101.70%,2.20%,2.60%
"Greenville, RI",Sep-20,$355K,-4.10%,13.50%,13,0.00%,30.00%,16,-15.80%,23.10%,19,-13.60%,-34.50%,32,10,3,100.70%,-1.00%,2.20%
"Greenville, RI",Oct-20,$331K,-6.80%,6.80%,20,53.80%,33.30%,8,-50.00%,0.00%,14,-26.30%,-33.30%,18,-14,-34,100.80%,0.10%,2.00%
"Greenville, RI",Nov-20,$320K,-3.30%,4.90%,11,-45.00%,0.00%,8,0.00%,-11.10%,13,-7.10%,-18.80%,52,34,4,99.90%,-0.90%,2.80%
"Greenville, RI",Dec-20,$325K,1.60%,18.60%,13,18.20%,8.30%,8,0.00%,166.70%,11,-15.40%,-26.70%,24,-28,-49,100.70%,0.90%,0.80%
"Greenville, RI",Jan-21,$430K,32.20%,26.30%,6,-53.80%,100.00%,5,-37.50%,-16.70%,6,-45.50%,-53.80%,51,27,-3,100.70%,0.00%,2.50%
"Greenville, RI",Feb-21,$379K,-11.80%,29.50%,6,0.00%,0.00%,4,-20.00%,-42.90%,5,-16.70%,-58.30%,15,-36,-47,99.90%,-0.80%,3.90%
"Greenville, RI",Mar-21,$260K,-31.40%,-7.20%,7,16.70%,75.00%,14,250.00%,-6.70%,14,180.00%,-22.20%,28,13,-34,101.00%,1.10%,3.70%
"Greenville, RI",Apr-21,$280K,7.70%,5.70%,4,-42.90%,-60.00%,16,14.30%,60.00%,18,28.60%,0.00%,35,7,-12,99.90%,-1.10%,1.80%
"Greenville, RI",May-21,$283K,0.90%,-13.50%,10,150.00%,0.00%,17,6.30%,41.70%,18,0.00%,12.50%,33,-2,1,100.90%,1.00%,1.50%
"Greenville, RI",Jun-21,$434K,53.50%,35.50%,18,80.00%,28.60%,13,-23.50%,-18.80%,15,-16.70%,-16.70%,16,-17,-11,104.50%,3.50%,4.10%
"Greenville, RI",Jul-21,$420K,-3.10%,20.70%,11,-38.90%,-26.70%,16,23.10%,6.70%,21,40.00%,40.00%,30,14,-4,104.20%,-0.30%,4.70%
"Greenville, RI",Aug-21,$338K,-19.60%,-8.80%,14,27.30%,7.70%,13,-18.80%,-31.60%,24,14.30%,9.10%,24,-6,2,104.60%,0.40%,2.90%
"Greenville, RI",Sep-21,$410K,21.50%,15.50%,4,-71.40%,-69.20%,8,-38.50%,-50.00%,19,-20.80%,0.00%,19,-5,-13,104.00%,-0.60%,3.30%
"Greenville, RI",Oct-21,$373K,-9.10%,12.50%,16,300.00%,-20.00%,11,37.50%,37.50%,14,-26.30%,0.00%,13,-6,-5,99.40%,-4.60%,-1.40%
"Greenville, RI",Nov-21,$389K,4.30%,21.40%,12,-25.00%,9.10%,7,-36.40%,-12.50%,11,-21.40%,-15.40%,38,25,-14,100.80%,1.40%,0.90%
"Greenville, RI",Dec-21,$380K,-2.20%,16.90%,9,-25.00%,-30.80%,6,-14.30%,-25.00%,11,0.00%,0.00%,19,-19,-5,100.40%,-0.40%,-0.40%
"Greenville, RI",Jan-22,$490K,28.90%,14.10%,7,-22.20%,16.70%,3,-50.00%,-40.00%,7,-36.40%,16.70%,47,28,-4,99.50%,-0.90%,-1.20%
"Greenville, RI",Feb-22,$373K,-24.00%,-1.70%,6,-14.30%,0.00%,7,133.30%,75.00%,9,28.60%,80.00%,33,-14,18,101.20%,1.70%,1.30%
"Greenville, RI",Mar-22,$335K,-10.10%,28.90%,7,16.70%,0.00%,13,85.70%,-7.10%,10,11.10%,-28.60%,7,-26,-21,104.00%,2.80%,3.00%
"Greenville, RI",Apr-22,$438K,30.60%,56.30%,8,14.30%,100.00%,11,-15.40%,-31.30%,8,-20.00%,-55.60%,10,3,-25,108.30%,4.30%,8.40%
"Greenville, RI",May-22,$428K,-2.30%,51.30%,12,50.00%,20.00%,16,45.50%,-5.90%,14,75.00%,-22.20%,16,6,-17,104.40%,-3.90%,3.50%
"Greenville, RI",Jun-22,$435K,1.80%,0.30%,7,-41.70%,-61.10%,18,12.50%,38.50%,20,42.90%,33.30%,13,-3,-3,104.30%,-0.10%,-0.20%
"Greenville, RI",Jul-22,$420K,-3.40%,0.00%,11,57.10%,0.00%,11,-38.90%,-31.30%,21,5.00%,0.00%,7,-6,-23,102.70%,-1.60%,-1.50%
"Greenville, RI",Aug-22,$400K,-4.80%,18.50%,13,18.20%,-7.10%,11,0.00%,-15.40%,15,-28.60%,-37.50%,24,17,0,102.20%,-0.50%,-2.40%
"Greenville, RI",Sep-22,$410K,2.50%,0.00%,9,-30.80%,125.00%,13,18.20%,62.50%,17,13.30%,-10.50%,18,-6,-1,99.30%,-3.00%,-4.80%
"Greenville, RI",Oct-22,$362K,-11.60%,-2.80%,12,33.30%,-25.00%,5,-61.50%,-54.50%,17,0.00%,21.40%,20,2,7,101.30%,2.00%,1.90%
"Greenville, RI",Nov-22,$402K,11.00%,3.50%,7,-41.70%,-41.70%,9,80.00%,28.60%,16,-5.90%,45.50%,27,7,-11,101.70%,0.50%,0.90%
"Greenville, RI",Dec-22,$447K,11.10%,17.50%,6,-14.30%,-33.30%,6,-33.30%,0.00%,17,6.30%,54.50%,29,2,10,108.30%,6.60%,7.90%
"Greenville, RI",Jan-23,$425K,-4.80%,-13.30%,6,0.00%,-14.30%,5,-16.70%,66.70%,14,-17.60%,100.00%,66,37,19,100.40%,-7.90%,0.90%
"Greenville, RI",Feb-23,$413K,-2.90%,10.70%,6,0.00%,0.00%,5,0.00%,-28.60%,8,-42.90%,-11.10%,55,-11,22,99.30%,-1.10%,-1.90%
"Greenville, RI",Mar-23,$338K,-18.20%,0.70%,8,33.30%,14.30%,6,20.00%,-53.80%,9,12.50%,-10.00%,56,1,49,95.60%,-3.70%,-8.40%
"Greenville, RI",Apr-23,$455K,34.80%,4.00%,8,0.00%,0.00%,6,0.00%,-45.50%,7,-22.20%,-12.50%,51,-5,41,97.90%,2.30%,-10.50%
"Greenville, RI",May-23,$363K,-20.20%,-15.10%,7,-12.50%,-41.70%,12,100.00%,-25.00%,5,-28.60%,-64.30%,6,-45,-10,105.30%,7.40%,0.90%
"Greenville, RI",Jun-23,$432K,19.00%,-0.70%,9,28.60%,28.60%,8,-33.30%,-55.60%,8,60.00%,-60.00%,6,0,-7,107.20%,1.90%,2.90%
"Greenville, RI",Jul-23,$473K,9.40%,12.50%,6,-33.30%,-45.50%,11,37.50%,0.00%,10,25.00%,-52.40%,22,16,15,105.20%,-2.00%,2.50%
"Greenville, RI",Aug-23,$423K,-10.60%,5.60%,3,-50.00%,-76.90%,8,-27.30%,-27.30%,11,10.00%,-26.70%,22,0,-2,103.30%,-1.90%,1.10%
